7795572;El_drama_del_15_de_octubre;Histoire
1345509;Du_battant_des_lames_au_sommet_des_montagnes;Histoire
3011548;Duchesse_Anne_(trois-mâts_carré);Histoire Culture&Religion
210280;Dumbo_(film,_1941);Art&Loisir Histoire
1611923;Dumuzi;Histoire Culture&Religion
2933442;Arnt_van_der_Dussen;Art&Loisir Histoire
19492;Dynastie_Ming;Histoire
19685;Dynastie_Qin;Histoire
42798;Dynastie_Song;Histoire
4232662;E.T._the_Extra-Terrestrial_(jeu_vidéo);Histoire
1626053;L'Échange_(film,_2008);Histoire
1862323;Éclaireurs_de_la_Garde_impériale;Histoire
1778006;École_de_la_Salpêtrière_(hypnose);Science Histoire
1777753;École_de_Nancy_(psychologie);Science Histoire
2954825;École_des_arts_industriels_et_des_mines;Histoire
1525862;École_polytechnique_(France);Science Histoire
3282915;Économie_des_Iroquois;Histoire Culture&Religion
15327;Édouard_III;Histoire
1620397;Theodor_Eicke;Histoire
158787;Élam;Histoire
5190799;Élection_au_trône_de_Grèce_(1822-1832);Histoire
4132246;Élection_au_trône_de_Grèce_(1862-1863);Histoire
13261537;Élection_au_trône_de_Roumanie_de_1866;Histoire
4812452;Élections_législatives_pakistanaises_de_2002;Histoire
3924374;Élections_législatives_pakistanaises_de_2008;Histoire
148609;Élisabeth_en_Bavière_(1876-1965);Histoire
2321730;Émeutes_de_Jérusalem_de_1920;Histoire Culture&Religion
1012575;Emma_(roman);Histoire
6873847;Empire_byzantin;Histoire Culture&Religion
431402;Empire_d'Akkad;Histoire
3554983;Empire_du_Brésil;Histoire
8047337;Enceinte_gallo-romaine_de_Tours;Histoire
10437414;Enfers_mésopotamiens;Histoire Culture&Religion
5777928;Enfouissement_de_jeux_vidéo_par_Atari;Histoire
4071276;Épave_de_Mahdia;Histoire
4754908;Épave_du_Titanic;Science Histoire
7860985;Épodes;Histoire
340247;Épopée_de_Gilgamesh;Histoire
88473;Opération_Epsom;Histoire
13277234;Épuration_de_la_fonction_publique_française_(1879-1884);Histoire Culture&Religion
4367280;Équipage_du_Titanic;Histoire
9899330;Équipe_d'Irlande_du_Nord_de_football_à_la_Coupe_du_monde_1958;Histoire Sport
